Código Cliente;Nome do Cliente;Data de Cadastro;Valor do Contrato;Ativo;CPF;Observação
000079;Ângela Müller;;238534.37;N;4d6168bd2defe193;sem observação
000080;Ângela Gonçalves;15/07/2021;731.296,37;S;de53790aa34b6cf6;campo com | pipe dentro
000081;João Ço-Testé;26/01/2020;00000000357257,56;S;0d270659f72ada9b;"campo com ""aspas"" no meio"
000082;Íris da Silva;10/08/2024;00000000660022,73;S;2631d00b26d794d3;
000083;Antônio da Silva;23/05/2021;625085.77;S;85c7504bc693da11;campo com | pipe dentro
000084;Íris Ferreira;2021-08-31;NaN;S;f5c9b0479c10c572;sem observação
000085;José Sá;08/03/2021;182.257,30;S;00af5b3a2812859a;campo com | pipe dentro
000086;Íris Sá;01/05/2023;741.297,36;N;dc0f2fcfb3f6fe0d;campo com | pipe dentro
000087;João Sá;2021-04-23;618440.80;S;1d61fac36cd5e859;
000088;José Sá;2020-11-01;62536.09;S;4ebfa5c3cae9b4a7;
000089;Antônio Ferreira;11/09/2020;988.468,51;N;8a3c3b5e801ef1da;campo com | pipe dentro
000090;Íris da Silva;09/05/2023;00000000633040,41;N;176132ed069f14f1;"campo com ; ponto-e-vírgula dentro"
000091;Ana Ço-Testé;20231008;00000000793006,97;S;84dad06a7872bdeb;campo com | pipe dentro
000092;Antônio Gonçalves;13/04/2023;492842.11;N;5553b2fe6889803e;"campo com ""aspas"" no meio"
000093;João Ço-Testé;25/11/2020;694770.36;N;c2b01cfdd045dd1c;
000094;Ana Ferreira;29/06/2020;423.809,98;S;de8ede0ba85c6e4a;
000095;Íris Ferreira;21/04/2020;522.708,96;N;0d366dfcc28ebd70;"campo com ; ponto-e-vírgula dentro"
000096;Antônio Müller;2020-09-25;00000000508258,89;S;f920264c0763fcd0;
000097;José Sá;20/11/2020;97.737,52;S;d7665cdafe049059;sem observação
000098;Íris da Silva;20230819;00000000306040,91;N;d5b077e06a5d932b;campo com | pipe dentro
000099;Íris Gonçalves;24/07/2022;532.930,76;S;11df12d7dd30de89;"campo com ""aspas"" no meio"
000100;Camões Assunção;20250328;296.579,00;N;96418cedd664d264;
000101;Íris Ço-Testé;31/10/2020;00000000578728,42;N;eecf67d2749176f4;"campo com ""aspas"" no meio"
000102;José Sá;04/05/2021;430.729,99;S;bea4ff31517400f8;campo com | pipe dentro
000103;Camões Ferreira;20230921;519390.19;S;809627182051acef;
000104;Luíza Ço-Testé;2020-07-24;00000000954668,67;N;b8f2142303edd1f8;"campo com ; ponto-e-vírgula dentro"
000105;Camões Ço-Testé;2023-09-02;355.008,33;N;148f8b74a65bb1f2;"campo com ""aspas"" no meio"
000106;Ângela Ferreira;08/05/2025;511651.97;S;118405ad9e11d2cd;"campo com ; ponto-e-vírgula dentro"
000107;Antônio Gonçalves;09/03/2024;NaN;S;2a96e1e27194eae2;"campo com ""aspas"" no meio"
000108;Ana da Silva;20211026;451.608,47;S;87fa841a3e83b91f;campo com | pipe dentro
000109;Maria Gonçalves;24/12/2020;716319.79;S;e9af299d7f671eec;
000110;Maria Gonçalves;02/08/2022;00000000009854,85;N;49a23a89e6b5a92c;
000111;Maria da Silva;2022-06-23;None;N;d865d69a74f33103;"campo com ""aspas"" no meio"
000112;José Ferreira;13/10/2024;376.396,73;N;b303f438fe2110d0;"campo com ""aspas"" no meio"
000113;Ana Ço-Testé;10/09/2023;816.119,87;S;9b3d74bde91e314e;campo com | pipe dentro
000114;Antônio Ço-Testé;24/06/2024;667543.28;S;402913ec9ef2b93e;"campo com ; ponto-e-vírgula dentro"
000115;João Sá;16/08/2023;607728.04;N;21a4344fbb7bee03;sem observação
000116;Antônio Assunção;10/03/2024;919.036,69;N;80759f1f87e5f0fe;"campo com ""aspas"" no meio"
000117;Maria Assunção;20250214;00000000782825,37;N;1d7bc313cde22f1c;campo com | pipe dentro
000118;João Gonçalves;2024-03-24;707167.92;N;d882b5c1f79efd70;
000119;Luíza da Silva;07/06/2024;476.878,15;N;bfbf397bac3e7b0d;"campo com ""aspas"" no meio"
000120;Camões Ço-Testé;2023-07-31;494.380,29;S;e25d36eb9e9a9f83;
000121;Luíza Müller;29/03/2021;00000000953563,59;N;688613dba6348e78;sem observação
000122;Maria da Silva;21/04/2025;;S;7421ff46637e4b01;"campo com ""aspas"" no meio"
000123;Ângela Ferreira;20230417;686.736,53;S;7d45d8efd56ce8ea;
000124;Camões Assunção;08/03/2020;996.730,56;S;5cd8fe1adafec8a9;sem observação
000125;Luíza Müller;;289.283,50;S;1f45dbfdf7dc67e0;campo com | pipe dentro
000126;João Sá;10/03/2021;00000000053036,02;N;fd235def3e5a87e3;"campo com ; ponto-e-vírgula dentro"
000127;José da Silva;20240826;852.548,27;S;c63d04ee541c7a86;"campo com ; ponto-e-vírgula dentro"
000128;Ana Assunção;;;S;ddcf8766a93b12cd;sem observação
000129;Maria da Silva;20220103;16.548,41;S;0d6a05b343ef2016;"campo com ; ponto-e-vírgula dentro"
000130;Camões Müller;20200820;00000000379626,99;S;80fb929673b6a09b;"campo com ; ponto-e-vírgula dentro"
000131;Ana Sá;2024-05-23;480293.38;S;ffa361be0f9240e1;campo com | pipe dentro
000132;Camões Ferreira;06/11/2023;77061.56;S;9bb961555275eb94;"campo com ; ponto-e-vírgula dentro"
000133;João Gonçalves;17/07/2021;00000000340982,91;N;98eeac2bfe9fecaa;
000134;Antônio Ferreira;01/11/2022;119.972,89;S;73991a476e191042;"campo com ; ponto-e-vírgula dentro"
000135;Camões Assunção;21/08/2024;00000000327731,12;N;aa44825950018b7b;"campo com ""aspas"" no meio"
000136;Luíza Gonçalves;2023-11-07;97.759,10;N;be9d61ee18b87245;"campo com ""aspas"" no meio"
000137;Maria Müller;02/05/2020;00000000702560,42;S;5a856750692ac139;campo com | pipe dentro
000138;Ana Assunção;14/05/2023;223.073,64;S;7b70c3b8a81fdec3;"campo com ; ponto-e-vírgula dentro"
000139;João Assunção;27/09/2024;601.988,35;S;6dda4f8dcea60f4c;
000140;Ângela da Silva;2023-06-01;30360.34;S;b3e4110a45f50c52;"campo com ""aspas"" no meio"
000141;Luíza Assunção;13/01/2020;420.253,84;S;bdb025ff2451e5a4;sem observação
000142;João Sá;22/12/2022;00000000165056,43;N;b8ba83684fc77768;"campo com ""aspas"" no meio"
000143;João da Silva;14/11/2020;00000000085545,86;N;a974d079716fda0a;campo com | pipe dentro
000144;Íris Müller;24/06/2022;119.347,65;N;1c6345ab6e0ed1e8;"campo com ""aspas"" no meio"
000145;Íris Müller;28/09/2023;57.444,76;S;4d29d1ab345512f7;"campo com ; ponto-e-vírgula dentro"
000146;Maria Ço-Testé;07/06/2021;783.302,63;N;2112507c2cfa55b0;campo com | pipe dentro
000147;Ângela Sá;16/04/2021;75577.45;N;bdf66ba5dc9c96de;sem observação
000148;Camões da Silva;2022-07-30;450138.73;N;a3e05309b5a1b949;campo com | pipe dentro
000149;Antônio da Silva;09/04/2022;482.447,79;N;6fcc57dd168fae12;sem observação
000150;José Ferreira;21/04/2023;782.034,39;N;5543fc3c38b8f24e;"campo com ; ponto-e-vírgula dentro"
000151;João Müller;20/07/2023;00000000366347,99;N;f54e2019ba35844e;"campo com ; ponto-e-vírgula dentro"
000152;José da Silva;26/10/2020;797.144,19;S;f387e1bd2d5972c6;campo com | pipe dentro
000153;Íris Ço-Testé;20230228;00000000674226,72;N;f891b0c3dd3f487e;"campo com ""aspas"" no meio"
000154;Maria Ferreira;19/05/2020;00000000620149,35;S;81e0d4895a18e2a3;sem observação
000155;Antônio Ferreira;14/07/2022;80.459,36;S;98159d6c9d713084;
000156;Camões Ferreira;03/04/2023;471580.05;S;9ae1a991524f93ff;campo com | pipe dentro
000157;Ângela Gonçalves;15/05/2025;749.015,43;S;a56895c6812a1f9b;"campo com ; ponto-e-vírgula dentro"
000158;Ana Gonçalves;20/12/2023;00000000639428,66;S;5f733a3e5d286aa4;"campo com ""aspas"" no meio"
000159;Camões Ferreira;05/05/2024;00000000678749,80;N;54669d1910df9974;sem observação
000160;Ângela Sá;02/03/2022;950370.84;S;14dd5061555736f8;
000161;Maria Assunção;2021-09-27;135216.50;S;8f1584494f40c22f;campo com | pipe dentro
000162;Luíza Ço-Testé;18/09/2020;718710.94;S;aba301cba561e1e9;campo com | pipe dentro
000163;Ângela Assunção;07/02/2020;358.333,27;N;39feb99c31274148;"campo com ; ponto-e-vírgula dentro"
000164;Maria da Silva;20210828;565.991,98;S;56363094a97431db;
000165;Maria Müller;10/02/2022;808.555,88;S;700b5d5fb89f72f3;sem observação
000166;Camões Assunção;20231017;NaN;N;88b4f4743be79df4;"campo com ; ponto-e-vírgula dentro"
000167;Antônio Ço-Testé;25/05/2024;711257.47;N;c4f9eccd7630a8a7;"campo com ""aspas"" no meio"
000168;Camões Müller;16/12/2022;840.182,25;S;400035f0df7d0dd7;sem observação
000169;Íris Ço-Testé;30/01/2022;892.513,66;S;1578d70948f9e3d0;"campo com ; ponto-e-vírgula dentro"
000170;Antônio Ferreira;28/01/2025;992387.11;S;737d1fb6d11376e0;"campo com ""aspas"" no meio"
000171;Ana Ferreira;19/04/2020;85.570,49;N;07374c86397b5f51;"campo com ""aspas"" no meio"
000172;João Ço-Testé;03/01/2024;40164.17;N;d46b415deada79a3;campo com | pipe dentro
000173;Maria Ço-Testé;15/12/2023;00000000019928,10;N;d5c0244d3735262d;"campo com ; ponto-e-vírgula dentro"
000174;Ângela Sá;31/05/2023;249.184,36;N;0c394ec71f317405;"campo com ; ponto-e-vírgula dentro"
000175;Camões Sá;13/06/2024;625.727,63;S;83efa9f3a1c7cc8a;
000176;José Sá;21/10/2020;252.250,45;N;aa143cd82ff3cde4;sem observação
000177;Ângela Assunção;2020-05-18;00000000581071,64;S;df92a62163f4c69d;campo com | pipe dentro
000178;Ana Sá;;374.441,02;S;3dba6da85844f9fc;sem observação
000179;Luíza Gonçalves;31/03/2020;183.595,82;N;b20507bbfb16f757;campo com | pipe dentro
000180;Maria Ço-Testé;03/10/2020;38781.58;N;0b36e356339b77a8;"campo com ; ponto-e-vírgula dentro"
000181;Ana Assunção;26/03/2025;496.396,69;N;c0d7ac73095ffa81;"campo com ; ponto-e-vírgula dentro"
000182;Antônio Assunção;20241031;286489.42;S;5e368127cca1b45c;campo com | pipe dentro
000183;Camões Sá;2022-06-19;520.307,23;N;ec9f9c545e0a72ab;
000184;Antônio Ço-Testé;20200618;862.288,77;S;4b3446bc8ba435cc;"campo com ""aspas"" no meio"
000185;João da Silva;02/11/2021;752.525,77;N;b0946d2a2aa93b43;campo com | pipe dentro
000186;Luíza Ferreira;20200327;None;S;abd2b5121335e5db;campo com | pipe dentro
000187;Luíza Müller;20240628;149.716,03;N;20509c6208e895d7;sem observação
000188;José Ço-Testé;14/08/2023;33.959,72;S;732e2016add702c9;"campo com ""aspas"" no meio"
000189;Luíza Ferreira;11/04/2024;417.369,46;N;4758367ba6499cdc;"campo com ; ponto-e-vírgula dentro"
000190;João da Silva;15/02/2024;00000000123482,71;N;42a259a6c6641285;campo com | pipe dentro
000191;José Müller;07/08/2021;;S;2c33350c73b911d8;campo com | pipe dentro
000192;João Ço-Testé;2023-10-28;NaN;S;8acbbe098ccc9cea;"campo com ""aspas"" no meio"
000193;Antônio Ço-Testé;20201118;None;S;fc31a5971f119c0f;"campo com ; ponto-e-vírgula dentro"
000194;Maria Gonçalves;06/06/2024;386.832,73;N;fba6abf7cdbcc653;
000195;Maria Müller;15/12/2024;753.790,91;N;6929de738693fd9d;campo com | pipe dentro
000196;João Gonçalves;14/06/2025;713.146,59;N;e0c1ff1e20da8972;
000197;Maria Ço-Testé;01/06/2025;00000000871777,07;S;272c058884a2576c;"campo com ""aspas"" no meio"
000198;Maria Gonçalves;2021-10-22;938.398,66;N;143029a9d88f1c94;"campo com ""aspas"" no meio"
000199;José Sá;12/05/2025;644.275,38;S;a417c09380a8a23d;"campo com ; ponto-e-vírgula dentro"
000200;Maria Gonçalves;11/09/2023;NaN;S;dd20c3bfd342af08;sem observação
000201;João da Silva;26/04/2025;00000000221049,83;N;a394ed549e3c5a88;sem observação
000202;Íris Sá;22/01/2023;NaN;N;741b77f54c24a053;sem observação
000203;Ana Gonçalves;19/06/2022;00000000636130,43;S;dc8a49225005680f;"campo com ""aspas"" no meio"
000204;Luíza Ferreira;20200924;00000000334618,13;S;1f5d988f776abf09;"campo com ""aspas"" no meio"
000205;Íris Gonçalves;15/10/2020;906.142,49;N;f67294643f8ea40a;"campo com ; ponto-e-vírgula dentro"
000206;Luíza Müller;16/01/2024;539729.63;N;e10b1a477faeb748;"campo com ""aspas"" no meio"
000207;Íris da Silva;2020-07-03;00000000225596,30;N;0cf0374c0c74dc0f;"campo com ""aspas"" no meio"
000208;Íris Müller;20241212;562762.36;S;1b84edc3d8e049de;campo com | pipe dentro
000209;Maria Assunção;29/01/2024;00000000420041,05;S;8fd33afc91fdfa4f;"campo com ; ponto-e-vírgula dentro"
000210;Luíza Müller;14/08/2021;00000000576567,97;N;fd350c5fd3479a3b;
000211;João Gonçalves;19/06/2025;584.930,43;N;24eeb4a6c14565c7;"campo com ; ponto-e-vírgula dentro"
000212;Ângela Ferreira;21/10/2022;349.219,91;N;74fd33d184f2fd0f;"campo com ; ponto-e-vírgula dentro"
000213;Ângela Gonçalves;2021-11-02;646.448,50;N;561c921097fe56c5;
000214;Ângela Müller;20220930;386.252,02;N;1c0f0bdcac7e937c;campo com | pipe dentro
000215;Antônio Ço-Testé;20250114;625906.03;N;f791f1e543f9cd6b;
000216;José Sá;15/04/2020;756.216,80;N;d25864f225d4a0fc;"campo com ; ponto-e-vírgula dentro"
000217;Ana Müller;20250425;328.931,56;N;69b7c0fa26c432f6;"campo com ; ponto-e-vírgula dentro"
000218;Camões Müller;06/05/2024;00000000762737,94;S;23595fa4b4adaf89;
000219;José Müller;;00000000328994,48;S;e980f80875ac824c;
000220;Luíza Müller;26/12/2021;674559.87;N;7bf33a349c2dfa97;"campo com ; ponto-e-vírgula dentro"
000221;José Assunção;16/02/2023;None;S;b47a1c5bb0b39015;campo com | pipe dentro
000222;Luíza Ferreira;15/12/2021;None;S;ad371d9e92cf6021;
000223;Camões Ferreira;03/08/2024;304562.18;S;f48f709c49a22441;sem observação
000224;Luíza Ferreira;05/09/2023;00000000868171,25;N;8fe069b6eedaa802;"campo com ""aspas"" no meio"
000225;Maria da Silva;20230614;702.372,06;S;3b9b2d45a35055e4;sem observação
000226;João Ferreira;20211107;144.145,98;S;8ce3e7c3f6eab3a0;"campo com ; ponto-e-vírgula dentro"
000227;Camões Sá;2025-03-29;00000000209145,83;N;4910fade52380bf2;sem observação
000228;João Sá;21/03/2023;957591.04;S;e1dace6a6afa828c;"campo com ; ponto-e-vírgula dentro"
000229;Ana Ço-Testé;20220324;914.664,95;N;0997623ae0723d96;sem observação
000230;Antônio Müller;19/05/2023;NaN;N;f0458043e3a68a70;"campo com ; ponto-e-vírgula dentro"
000231;Ângela Ferreira;12/07/2021;766.635,20;N;41dc1c60a5f60735;"campo com ; ponto-e-vírgula dentro"
000232;Ana Sá;20211121;00000000202545,96;S;db2c6ac89c678393;campo com | pipe dentro
000233;Camões Müller;02/11/2021;147443.23;N;ef9240b652d78f10;"campo com ; ponto-e-vírgula dentro"
000234;Ana Assunção;24/02/2022;316614.42;S;a757cb1042f525b9;"campo com ""aspas"" no meio"
000235;José da Silva;29/09/2023;719.401,51;N;1e0ef546b0b6dedf;"campo com ""aspas"" no meio"
000236;Luíza Müller;28/03/2021;477.080,19;N;b3b263376a74dbb7;
000237;Íris Ço-Testé;20230105;259487.97;S;725e134d86879aa9;
000238;Luíza da Silva;21/02/2025;946.747,70;S;89628f6e929c93b3;"campo com ; ponto-e-vírgula dentro"
000239;Maria Assunção;15/10/2024;751.743,26;N;e61d9cde1747f387;
000240;Íris Ço-Testé;23/04/2020;00000000591304,58;S;765e6cb58f0d5540;"campo com ""aspas"" no meio"
000241;Ana Ferreira;20210605;76578.74;S;58330b306c776e95;sem observação
000242;Ângela da Silva;2025-03-29;None;N;c4db5a622e13418d;"campo com ; ponto-e-vírgula dentro"
000243;Camões Assunção;30/12/2024;393893.48;S;f6d22a7baec76a82;
000244;Maria Sá;27/10/2024;412.152,68;S;fa8dae42ba54e920;"campo com ; ponto-e-vírgula dentro"
000245;Ana Ço-Testé;;00000000570893,92;N;6118433b882ccd1e;"campo com ; ponto-e-vírgula dentro"
000246;José Ferreira;09/12/2021;802.675,92;S;cf39f648083f64c3;campo com | pipe dentro
000247;Ana Gonçalves;26/02/2021;00000000626823,57;S;bd9419aa3ea6e5b2;sem observação
000248;Camões Ferreira;24/04/2021;59186.99;S;fe54ee4b80ff5173;"campo com ""aspas"" no meio"
000249;José Ço-Testé;20250219;810.066,76;N;4d406f1b3ca5be29;"campo com ; ponto-e-vírgula dentro"
000250;Ângela Gonçalves;26/04/2022;922.447,75;S;adc29178a0411612;campo com | pipe dentro
000251;Ângela Ferreira;;NaN;N;6a944054b2414482;campo com | pipe dentro
000252;Maria Assunção;09/02/2022;00000000890599,30;S;db87d29c4cfd0fc1;"campo com ; ponto-e-vírgula dentro"
000253;Íris da Silva;25/02/2023;00000000140607,67;N;414765063e2bf9c9;"campo com ; ponto-e-vírgula dentro"
000254;Luíza Sá;2020-06-10;561655.11;S;44b9e6020d31812e;campo com | pipe dentro
000255;Ana Ço-Testé;29/05/2020;704067.92;S;3579c1437ab99428;"campo com ""aspas"" no meio"
000256;Antônio da Silva;2021-03-09;None;S;9aba0f15b2149062;"campo com ; ponto-e-vírgula dentro"
000257;Camões Gonçalves;04/02/2023;559.573,59;N;42f5b3f54ef4c34d;"campo com ""aspas"" no meio"
000258;Ângela Ferreira;12/08/2022;None;S;501ba8515ee68495;campo com | pipe dentro
000259;Ana Müller;04/11/2024;580.190,33;N;27046f254b91b8cb;"campo com ; ponto-e-vírgula dentro"
000260;Luíza Gonçalves;16/02/2022;686.407,70;N;c36b9a0a41e02a89;campo com | pipe dentro
000261;Íris Ferreira;20201210;755.304,17;N;eab9eb022f1dc121;
000262;Ana Müller;20200310;50.872,85;S;2332a50e6992896e;"campo com ; ponto-e-vírgula dentro"
000263;João Sá;05/11/2020;00000000063387,47;N;7ce40679a8c6dbc0;sem observação
000264;Ana Müller;03/02/2023;288.087,92;N;80913ac10463750e;campo com | pipe dentro
000265;Maria da Silva;23/02/2025;649.888,24;N;5abca6e5d0b1e3eb;"campo com ""aspas"" no meio"
000266;Camões da Silva;2022-02-03;00000000731106,31;S;af1d5a1a4ccb2355;sem observação
000267;Ana da Silva;10/04/2022;00000000667679,07;S;2bdfcb41b3eda8f1;sem observação
000268;Íris Ço-Testé;07/06/2022;938.257,12;S;361f6d903ad1fa33;
000269;Íris Assunção;2020-04-05;942997.35;S;edc3a1c32dea2d2d;"campo com ""aspas"" no meio"
000270;Ana Gonçalves;17/04/2023;973996.50;S;299656e24c9d6907;
000271;José Müller;20240905;347844.69;N;bd5ff093c16f9bcc;"campo com ; ponto-e-vírgula dentro"
000272;João Müller;;243.421,55;S;9aec56a857311609;
000273;Camões Ço-Testé;30/10/2021;514.436,57;S;8d93e14a5b167158;campo com | pipe dentro
000274;Camões Gonçalves;24/10/2023;648.666,98;N;3f175534cc4d5819;sem observação
000275;João Assunção;11/11/2020;775585.19;N;5c56d9bc5111d31d;sem observação
000276;João da Silva;15/04/2025;107.198,34;S;2ff8e87e16591c89;campo com | pipe dentro
000277;Íris Müller;10/02/2023;371.107,11;S;991965ea98d00c2c;"campo com ""aspas"" no meio"
000278;Camões da Silva;20/08/2021;944910.92;S;85671b58926bffa5;"campo com ; ponto-e-vírgula dentro"
000279;Camões Gonçalves;11/10/2020;66.341,18;S;46a56fe86f46f1b1;campo com | pipe dentro
000280;Antônio Ferreira;21/05/2024;755.918,31;N;9dde01889803b22e;"campo com ; ponto-e-vírgula dentro"
000281;Íris da Silva;04/10/2020;NaN;N;dcb9075ecdd7f460;"campo com ""aspas"" no meio"
000282;Íris Assunção;20220531;142737.76;N;9a6c0db952171c88;"campo com ; ponto-e-vírgula dentro"
000283;Íris Assunção;2020-12-29;NaN;N;936cd31cf7bf5244;"campo com ; ponto-e-vírgula dentro"
000284;Luíza Ferreira;20210728;977.344,14;S;ff4cc10f979c30cf;
000285;Maria Sá;21/04/2024;NaN;S;cc351e4f703e957f;"campo com ""aspas"" no meio"
