Código Cliente;Nome do Cliente;Data de Cadastro;Valor do Contrato;Ativo;CPF;Observação
000028;Ana Müller;03/09/2022;59643.20;S;2f923996d9f195d0;obs
000029;João Sá;31/10/2024;258.176,72;S;14fcdd549e8fc965;obs
000030;Ângela Assunção;29/03/2025;250281.40;N;21813d25655238a6;obs
000031;Íris Assunção;20250317;651.333,58;S;89a2688b12c136e0;obs
000032;Ângela Assunção;2020-09-28;387478.31;N;702cdd20286218b8;obs
000033;Antônio Müller;10/07/2024;313.922,70;S;e0ccedc5f05db76e;obs
000034;Antônio da Silva;27/12/2024;00000000295443,34;S;57c700aab7b56ea7;obs
000035;Antônio Müller;27/09/2022;NaN;N;46d483f3d450281c;obs
000036;Ana Assunção;28/04/2024;None;N;0279b6a68f9797b0;obs
000037;João Sá;25/01/2025;610.806,47;S;20a045026e068097;obs
000038;Antônio Assunção;2025-01-15;None;S;3fe12e47ae9bec36;obs
000039;Luíza Ço-Testé;2023-02-20;00000000785885,79;S;ee0caeb5ecfedb99;obs
000040;Maria Ço-Testé;18/07/2024;00000000772344,22;N;ee49f329c84a7b28;obs
000041;José Assunção;20201122;900.301,04;N;3317347038f16a81;obs
000042;Luíza Assunção;20240807;692.095,03;S;5408f9ac6601ddd0;obs
000043;João Ço-Testé;25/07/2021;00000000884643,86;N;0710d430f071d879;obs
000044;Antônio Gonçalves;2023-04-04;625.551,13;N;ba81edd9587ef344;obs
000045;Camões Müller;13/11/2022;267096.24;S;6fa17735b572f3d0;obs
000046;Ângela Ço-Testé;07/01/2023;;N;11e9cdaa6e6981a3;obs
000047;Luíza Sá;02/10/2024;NaN;N;6703b6365380b904;obs
000048;Ângela Gonçalves;27/01/2021;;N;8c459ce267f48ad5;obs
000049;Antônio Assunção;06/03/2021;00000000337903,83;N;713162697118e364;obs
000050;Ângela Ferreira;2024-06-13;690856.21;S;83f4a9a948a639d0;obs
000051;Luíza da Silva;2024-08-03;235.553,39;S;0640be0f25b8fd4b;obs
000052;José Ferreira;20230605;929.182,53;S;b24445a7b7e58481;obs
000053;Íris Ferreira;14/05/2021;902238.96;S;6cd66193c7468f59;obs
000054;Maria Ço-Testé;15/05/2025;00000000261304,71;S;222282e174daaebf;obs
000055;Ângela Müller;04/05/2023;642413.56;N;e827a1b9d4a02e53;obs
000056;Íris Gonçalves;2024-03-03;00000000259250,96;N;c715b2b9c40c5d91;obs
000057;Íris Sá;04/05/2021;245.885,36;N;51d87c6455fa1ab8;obs
000058;João Gonçalves;04/11/2020;224346.90;S;68586eba6a34c854;obs
000059;Ângela Ferreira;01/05/2022;948792.49;S;e172b725db52ca58;obs
000060;Camões Ferreira;2020-01-13;894.906,49;N;bf5d2fdf89c8d2ab;obs
000061;José Ferreira;25/03/2021;00000000352458,49;N;2a405f12b963f37f;obs
000062;Maria Müller;29/12/2022;695.206,72;S;a48b3dbe157d94a1;obs
000063;Maria Ço-Testé;03/08/2022;221.942,41;N;56666f9f53ac2ab9;obs
000064;Antônio Ço-Testé;20250502;493.153,10;S;8a175dfebfc00dc8;obs
000065;Luíza Gonçalves;24/08/2023;;S;d6d7b3b833094d35;obs
000066;Maria Gonçalves;15/09/2020;487.624,27;N;5e6fea07c4536f1d;obs
000067;João Ço-Testé;04/08/2024;26.926,74;N;ad66a1bd93676a02;obs
000068;Camões Sá;10/02/2021;254647.80;S;c5c14eb4b27b3d90;obs
000069;João Ço-Testé;20230305;693.656,54;N;8186a57611a72609;obs
000070;Ana Ço-Testé;20220510;666.460,46;N;272a6d8eb5122df8;obs
000071;Maria Sá;2022-12-04;812.271,68;N;6f81cf4f7701f7bb;obs
000072;Antônio Assunção;10/10/2024;None;S;76f72255c01f36bf;obs
000073;Camões Assunção;28/02/2020;222.424,62;N;4223623bcc3ebdde;obs
000074;Antônio Müller;2023-12-07;00000000994116,66;S;3dc9829015eabb27;obs
000075;Íris Müller;01/04/2024;00000000514664,91;N;046a0df5cafda613;obs
000076;Antônio Gonçalves;08/04/2022;386.946,74;N;87ea7ff58db06746;obs
000077;Camões Sá;01/02/2023;321518.34;N;1ee34dc43b048a8b;obs
000078;Luíza da Silva;01/03/2024;200846.23;S;7bf47042bd1531c8;obs
000079;Ângela Müller;;238534.37;N;4d6168bd2defe193;obs
000080;Ângela Gonçalves;15/07/2021;731.296,37;S;de53790aa34b6cf6;obs
000081;João Ço-Testé;26/01/2020;00000000357257,56;S;0d270659f72ada9b;obs
000082;Íris da Silva;10/08/2024;00000000660022,73;S;2631d00b26d794d3;obs
000083;Antônio da Silva;23/05/2021;625085.77;S;85c7504bc693da11;obs
000084;Íris Ferreira;2021-08-31;NaN;S;f5c9b0479c10c572;obs
000085;José Sá;08/03/2021;182.257,30;S;00af5b3a2812859a;obs
000086;Íris Sá;01/05/2023;741.297,36;N;dc0f2fcfb3f6fe0d;obs
000087;João Sá;2021-04-23;618440.80;S;1d61fac36cd5e859;obs
000088;José Sá;2020-11-01;62536.09;S;4ebfa5c3cae9b4a7;obs
000089;Antônio Ferreira;11/09/2020;988.468,51;N;8a3c3b5e801ef1da;obs
000090;Íris da Silva;09/05/2023;00000000633040,41;N;176132ed069f14f1;obs
000091;Ana Ço-Testé;20231008;00000000793006,97;S;84dad06a7872bdeb;obs
000092;Antônio Gonçalves;13/04/2023;492842.11;N;5553b2fe6889803e;obs
000093;João Ço-Testé;25/11/2020;694770.36;N;c2b01cfdd045dd1c;obs
000094;Ana Ferreira;29/06/2020;423.809,98;S;de8ede0ba85c6e4a;obs
000095;Íris Ferreira;21/04/2020;522.708,96;N;0d366dfcc28ebd70;obs
000096;Antônio Müller;2020-09-25;00000000508258,89;S;f920264c0763fcd0;obs
000097;José Sá;20/11/2020;97.737,52;S;d7665cdafe049059;obs
000098;Íris da Silva;20230819;00000000306040,91;N;d5b077e06a5d932b;obs
000099;Íris Gonçalves;24/07/2022;532.930,76;S;11df12d7dd30de89;obs
000100;Camões Assunção;20250328;296.579,00;N;96418cedd664d264;obs
000101;Íris Ço-Testé;31/10/2020;00000000578728,42;N;eecf67d2749176f4;
000102;José Sá;04/05/2021;430.729,99;S;bea4ff31517400f8;obs
000103;Camões Ferreira;20230921;519390.19;S;809627182051acef;obs
000104;Luíza Ço-Testé;2020-07-24;00000000954668,67;N;b8f2142303edd1f8;obs
000105;Camões Ço-Testé;2023-09-02;355.008,33;N;148f8b74a65bb1f2;obs
000106;Ângela Ferreira;08/05/2025;511651.97;S;118405ad9e11d2cd;obs
000107;Antônio Gonçalves;09/03/2024;NaN;S;2a96e1e27194eae2;obs
000108;Ana da Silva;20211026;451.608,47;S;87fa841a3e83b91f;obs
000109;Maria Gonçalves;24/12/2020;716319.79;S;e9af299d7f671eec;obs
000110;Maria Gonçalves;02/08/2022;00000000009854,85;N;49a23a89e6b5a92c;obs
000111;Maria da Silva;2022-06-23;None;N;d865d69a74f33103;obs
000112;José Ferreira;13/10/2024;376.396,73;N;b303f438fe2110d0;obs
000113;Ana Ço-Testé;10/09/2023;816.119,87;S;9b3d74bde91e314e;obs
000114;Antônio Ço-Testé;24/06/2024;667543.28;S;402913ec9ef2b93e;obs
000115;João Sá;16/08/2023;607728.04;N;21a4344fbb7bee03;obs
000116;Antônio Assunção;10/03/2024;919.036,69;N;80759f1f87e5f0fe;obs
000117;Maria Assunção;20250214;00000000782825,37;N;1d7bc313cde22f1c;obs
000118;João Gonçalves;2024-03-24;707167.92;N;d882b5c1f79efd70;obs
000119;Luíza da Silva;07/06/2024;476.878,15;N;bfbf397bac3e7b0d;obs
000120;Camões Ço-Testé;2023-07-31;494.380,29;S;e25d36eb9e9a9f83;obs
000121;Luíza Müller;29/03/2021;00000000953563,59;N;688613dba6348e78;obs
000122;Maria da Silva;21/04/2025;;S;7421ff46637e4b01;obs
000123;Ângela Ferreira;20230417;686.736,53;S;7d45d8efd56ce8ea;obs
000124;Camões Assunção;08/03/2020;996.730,56;S;5cd8fe1adafec8a9;obs
000125;Luíza Müller;;289.283,50;S;1f45dbfdf7dc67e0;obs
000126;João Sá;10/03/2021;00000000053036,02;N;fd235def3e5a87e3;obs
000127;José da Silva;20240826;852.548,27;S;c63d04ee541c7a86;obs
000128;Ana Assunção;;;S;ddcf8766a93b12cd;obs
000129;Maria da Silva;20220103;16.548,41;S;0d6a05b343ef2016;obs
000130;Camões Müller;20200820;00000000379626,99;S;80fb929673b6a09b;obs
000131;Ana Sá;2024-05-23;480293.38;S;ffa361be0f9240e1;obs
000132;Camões Ferreira;06/11/2023;77061.56;S;9bb961555275eb94;obs
000133;João Gonçalves;17/07/2021;00000000340982,91;N;98eeac2bfe9fecaa;obs
000134;Antônio Ferreira;01/11/2022;119.972,89;S;73991a476e191042;obs
000135;Camões Assunção;21/08/2024;00000000327731,12;N;aa44825950018b7b;obs
000136;Luíza Gonçalves;2023-11-07;97.759,10;N;be9d61ee18b87245;obs
000137;Maria Müller;02/05/2020;00000000702560,42;S;5a856750692ac139;obs
000138;Ana Assunção;14/05/2023;223.073,64;S;7b70c3b8a81fdec3;obs
000139;João Assunção;27/09/2024;601.988,35;S;6dda4f8dcea60f4c;obs
000140;Ângela da Silva;2023-06-01;30360.34;S;b3e4110a45f50c52;obs
000141;Luíza Assunção;13/01/2020;420.253,84;S;bdb025ff2451e5a4;obs
000142;João Sá;22/12/2022;00000000165056,43;N;b8ba83684fc77768;obs
000143;João da Silva;14/11/2020;00000000085545,86;N;a974d079716fda0a;obs
000144;Íris Müller;24/06/2022;119.347,65;N;1c6345ab6e0ed1e8;obs
000145;Íris Müller;28/09/2023;57.444,76;S;4d29d1ab345512f7;obs
000146;Maria Ço-Testé;07/06/2021;783.302,63;N;2112507c2cfa55b0;obs
000147;Ângela Sá;16/04/2021;75577.45;N;bdf66ba5dc9c96de;obs
000148;Camões da Silva;2022-07-30;450138.73;N;a3e05309b5a1b949;obs
000149;Antônio da Silva;09/04/2022;482.447,79;N;6fcc57dd168fae12;obs
000150;José Ferreira;21/04/2023;782.034,39;N;5543fc3c38b8f24e;obs
000151;João Müller;20/07/2023;00000000366347,99;N;f54e2019ba35844e;obs
000152;José da Silva;26/10/2020;797.144,19;S;f387e1bd2d5972c6;obs
000153;Íris Ço-Testé;20230228;00000000674226,72;N;f891b0c3dd3f487e;obs
000154;Maria Ferreira;19/05/2020;00000000620149,35;S;81e0d4895a18e2a3;obs
000155;Antônio Ferreira;14/07/2022;80.459,36;S;98159d6c9d713084;obs
000156;Camões Ferreira;03/04/2023;471580.05;S;9ae1a991524f93ff;obs
000157;Ângela Gonçalves;15/05/2025;749.015,43;S;a56895c6812a1f9b;obs
000158;Ana Gonçalves;20/12/2023;00000000639428,66;S;5f733a3e5d286aa4;obs
000159;Camões Ferreira;05/05/2024;00000000678749,80;N;54669d1910df9974;obs
000160;Ângela Sá;02/03/2022;950370.84;S;14dd5061555736f8;obs
000161;Maria Assunção;2021-09-27;135216.50;S;8f1584494f40c22f;obs
000162;Luíza Ço-Testé;18/09/2020;718710.94;S;aba301cba561e1e9;obs
000163;Ângela Assunção;07/02/2020;358.333,27;N;39feb99c31274148;obs
000164;Maria da Silva;20210828;565.991,98;S;56363094a97431db;obs
000165;Maria Müller;10/02/2022;808.555,88;S;700b5d5fb89f72f3;obs
000166;Camões Assunção;20231017;NaN;N;88b4f4743be79df4;obs
000167;Antônio Ço-Testé;25/05/2024;711257.47;N;c4f9eccd7630a8a7;obs
000168;Camões Müller;16/12/2022;840.182,25;S;400035f0df7d0dd7;obs
000169;Íris Ço-Testé;30/01/2022;892.513,66;S;1578d70948f9e3d0;obs
000170;Antônio Ferreira;28/01/2025;992387.11;S;737d1fb6d11376e0;obs
000171;Ana Ferreira;19/04/2020;85.570,49;N;07374c86397b5f51;obs
000172;João Ço-Testé;03/01/2024;40164.17;N;d46b415deada79a3;obs
000173;Maria Ço-Testé;15/12/2023;00000000019928,10;N;d5c0244d3735262d;obs
000174;Ângela Sá;31/05/2023;249.184,36;N;0c394ec71f317405;obs
000175;Camões Sá;13/06/2024;625.727,63;S;83efa9f3a1c7cc8a;obs
000176;José Sá;21/10/2020;252.250,45;N;aa143cd82ff3cde4;obs
000177;Ângela Assunção;2020-05-18;00000000581071,64;S;df92a62163f4c69d;obs
000178;Ana Sá;;374.441,02;S;3dba6da85844f9fc;obs
000179;Luíza Gonçalves;31/03/2020;183.595,82;N;b20507bbfb16f757;obs
000180;Maria Ço-Testé;03/10/2020;38781.58;N;0b36e356339b77a8;obs
000181;Ana Assunção;26/03/2025;496.396,69;N;c0d7ac73095ffa81;obs
000182;Antônio Assunção;20241031;286489.42;S;5e368127cca1b45c;obs
000183;Camões Sá;2022-06-19;520.307,23;N;ec9f9c545e0a72ab;obs
000184;Antônio Ço-Testé;20200618;862.288,77;S;4b3446bc8ba435cc;obs
000185;João da Silva;02/11/2021;752.525,77;N;b0946d2a2aa93b43;obs
000186;Luíza Ferreira;20200327;None;S;abd2b5121335e5db;obs
000187;Luíza Müller;20240628;149.716,03;N;20509c6208e895d7;obs
000188;José Ço-Testé;14/08/2023;33.959,72;S;732e2016add702c9;obs
000189;Luíza Ferreira;11/04/2024;417.369,46;N;4758367ba6499cdc;obs
000190;João da Silva;15/02/2024;00000000123482,71;N;42a259a6c6641285;obs
000191;José Müller;07/08/2021;;S;2c33350c73b911d8;obs
000192;João Ço-Testé;2023-10-28;NaN;S;8acbbe098ccc9cea;obs
000193;Antônio Ço-Testé;20201118;None;S;fc31a5971f119c0f;obs
000194;Maria Gonçalves;06/06/2024;386.832,73;N;fba6abf7cdbcc653;obs
000195;Maria Müller;15/12/2024;753.790,91;N;6929de738693fd9d;obs
000196;João Gonçalves;14/06/2025;713.146,59;N;e0c1ff1e20da8972;obs
000197;Maria Ço-Testé;01/06/2025;00000000871777,07;S;272c058884a2576c;obs
000198;Maria Gonçalves;2021-10-22;938.398,66;N;143029a9d88f1c94;obs
000199;José Sá;12/05/2025;644.275,38;S;a417c09380a8a23d;obs
000200;Maria Gonçalves;11/09/2023;NaN;S;dd20c3bfd342af08;obs
000201;João da Silva;26/04/2025;00000000221049,83;N;a394ed549e3c5a88;
000202;Íris Sá;22/01/2023;NaN;N;741b77f54c24a053;obs
000203;Ana Gonçalves;19/06/2022;00000000636130,43;S;dc8a49225005680f;obs
000204;Luíza Ferreira;20200924;00000000334618,13;S;1f5d988f776abf09;obs
000205;Íris Gonçalves;15/10/2020;906.142,49;N;f67294643f8ea40a;obs
000206;Luíza Müller;16/01/2024;539729.63;N;e10b1a477faeb748;obs
000207;Íris da Silva;2020-07-03;00000000225596,30;N;0cf0374c0c74dc0f;obs
000208;Íris Müller;20241212;562762.36;S;1b84edc3d8e049de;obs
000209;Maria Assunção;29/01/2024;00000000420041,05;S;8fd33afc91fdfa4f;obs
000210;Luíza Müller;14/08/2021;00000000576567,97;N;fd350c5fd3479a3b;obs
000211;João Gonçalves;19/06/2025;584.930,43;N;24eeb4a6c14565c7;obs
000212;Ângela Ferreira;21/10/2022;349.219,91;N;74fd33d184f2fd0f;obs
000213;Ângela Gonçalves;2021-11-02;646.448,50;N;561c921097fe56c5;obs
000214;Ângela Müller;20220930;386.252,02;N;1c0f0bdcac7e937c;obs
000215;Antônio Ço-Testé;20250114;625906.03;N;f791f1e543f9cd6b;obs
000216;José Sá;15/04/2020;756.216,80;N;d25864f225d4a0fc;obs
000217;Ana Müller;20250425;328.931,56;N;69b7c0fa26c432f6;obs
000218;Camões Müller;06/05/2024;00000000762737,94;S;23595fa4b4adaf89;obs
000219;José Müller;;00000000328994,48;S;e980f80875ac824c;obs
000220;Luíza Müller;26/12/2021;674559.87;N;7bf33a349c2dfa97;obs
000221;José Assunção;16/02/2023;None;S;b47a1c5bb0b39015;obs
000222;Luíza Ferreira;15/12/2021;None;S;ad371d9e92cf6021;obs
000223;Camões Ferreira;03/08/2024;304562.18;S;f48f709c49a22441;obs
000224;Luíza Ferreira;05/09/2023;00000000868171,25;N;8fe069b6eedaa802;obs
000225;Maria da Silva;20230614;702.372,06;S;3b9b2d45a35055e4;obs
000226;João Ferreira;20211107;144.145,98;S;8ce3e7c3f6eab3a0;obs
000227;Camões Sá;2025-03-29;00000000209145,83;N;4910fade52380bf2;obs
000228;João Sá;21/03/2023;957591.04;S;e1dace6a6afa828c;obs
000229;Ana Ço-Testé;20220324;914.664,95;N;0997623ae0723d96;obs
000230;Antônio Müller;19/05/2023;NaN;N;f0458043e3a68a70;obs
000231;Ângela Ferreira;12/07/2021;766.635,20;N;41dc1c60a5f60735;obs
000232;Ana Sá;20211121;00000000202545,96;S;db2c6ac89c678393;obs
000233;Camões Müller;02/11/2021;147443.23;N;ef9240b652d78f10;obs
000234;Ana Assunção;24/02/2022;316614.42;S;a757cb1042f525b9;obs
000235;José da Silva;29/09/2023;719.401,51;N;1e0ef546b0b6dedf;obs
000236;Luíza Müller;28/03/2021;477.080,19;N;b3b263376a74dbb7;obs
000237;Íris Ço-Testé;20230105;259487.97;S;725e134d86879aa9;obs
000238;Luíza da Silva;21/02/2025;946.747,70;S;89628f6e929c93b3;obs
000239;Maria Assunção;15/10/2024;751.743,26;N;e61d9cde1747f387;obs
000240;Íris Ço-Testé;23/04/2020;00000000591304,58;S;765e6cb58f0d5540;obs
000241;Ana Ferreira;20210605;76578.74;S;58330b306c776e95;obs
000242;Ângela da Silva;2025-03-29;None;N;c4db5a622e13418d;obs
000243;Camões Assunção;30/12/2024;393893.48;S;f6d22a7baec76a82;obs
000244;Maria Sá;27/10/2024;412.152,68;S;fa8dae42ba54e920;obs
000245;Ana Ço-Testé;;00000000570893,92;N;6118433b882ccd1e;obs
000246;José Ferreira;09/12/2021;802.675,92;S;cf39f648083f64c3;obs
000247;Ana Gonçalves;26/02/2021;00000000626823,57;S;bd9419aa3ea6e5b2;obs
000248;Camões Ferreira;24/04/2021;59186.99;S;fe54ee4b80ff5173;obs
000249;José Ço-Testé;20250219;810.066,76;N;4d406f1b3ca5be29;obs
000250;Ângela Gonçalves;26/04/2022;922.447,75;S;adc29178a0411612;obs
000251;Ângela Ferreira;;NaN;N;6a944054b2414482;obs
000252;Maria Assunção;09/02/2022;00000000890599,30;S;db87d29c4cfd0fc1;obs
000253;Íris da Silva;25/02/2023;00000000140607,67;N;414765063e2bf9c9;obs
000254;Luíza Sá;2020-06-10;561655.11;S;44b9e6020d31812e;obs
000255;Ana Ço-Testé;29/05/2020;704067.92;S;3579c1437ab99428;obs
000256;Antônio da Silva;2021-03-09;None;S;9aba0f15b2149062;obs
000257;Camões Gonçalves;04/02/2023;559.573,59;N;42f5b3f54ef4c34d;obs
000258;Ângela Ferreira;12/08/2022;None;S;501ba8515ee68495;obs
000259;Ana Müller;04/11/2024;580.190,33;N;27046f254b91b8cb;obs
000260;Luíza Gonçalves;16/02/2022;686.407,70;N;c36b9a0a41e02a89;obs
000261;Íris Ferreira;20201210;755.304,17;N;eab9eb022f1dc121;obs
000262;Ana Müller;20200310;50.872,85;S;2332a50e6992896e;obs
000263;João Sá;05/11/2020;00000000063387,47;N;7ce40679a8c6dbc0;obs
000264;Ana Müller;03/02/2023;288.087,92;N;80913ac10463750e;obs
000265;Maria da Silva;23/02/2025;649.888,24;N;5abca6e5d0b1e3eb;obs
000266;Camões da Silva;2022-02-03;00000000731106,31;S;af1d5a1a4ccb2355;obs
000267;Ana da Silva;10/04/2022;00000000667679,07;S;2bdfcb41b3eda8f1;obs
000268;Íris Ço-Testé;07/06/2022;938.257,12;S;361f6d903ad1fa33;obs
000269;Íris Assunção;2020-04-05;942997.35;S;edc3a1c32dea2d2d;obs
000270;Ana Gonçalves;17/04/2023;973996.50;S;299656e24c9d6907;obs
000271;José Müller;20240905;347844.69;N;bd5ff093c16f9bcc;obs
000272;João Müller;;243.421,55;S;9aec56a857311609;obs
000273;Camões Ço-Testé;30/10/2021;514.436,57;S;8d93e14a5b167158;obs
000274;Camões Gonçalves;24/10/2023;648.666,98;N;3f175534cc4d5819;obs
000275;João Assunção;11/11/2020;775585.19;N;5c56d9bc5111d31d;obs
000276;João da Silva;15/04/2025;107.198,34;S;2ff8e87e16591c89;obs
000277;Íris Müller;10/02/2023;371.107,11;S;991965ea98d00c2c;obs
000278;Camões da Silva;20/08/2021;944910.92;S;85671b58926bffa5;obs
000279;Camões Gonçalves;11/10/2020;66.341,18;S;46a56fe86f46f1b1;obs
000280;Antônio Ferreira;21/05/2024;755.918,31;N;9dde01889803b22e;obs
000281;Íris da Silva;04/10/2020;NaN;N;dcb9075ecdd7f460;obs
000282;Íris Assunção;20220531;142737.76;N;9a6c0db952171c88;obs
000283;Íris Assunção;2020-12-29;NaN;N;936cd31cf7bf5244;obs
000284;Luíza Ferreira;20210728;977.344,14;S;ff4cc10f979c30cf;obs
000285;Maria Sá;21/04/2024;NaN;S;cc351e4f703e957f;obs
000286;João Ço-Testé;20241002;00000000145940,63;N;40afbf3f3df51967;obs
000287;Camões Ço-Testé;11/02/2022;None;N;096971018b2c550a;obs
000288;Ângela Müller;2023-07-30;689.546,31;N;a5a1c8252a9528c3;obs
000289;Ana Müller;14/08/2023;347.705,96;N;02b342541b1f2eb1;obs
000290;Antônio Gonçalves;20221111;00000000603179,88;S;5fc64cd0721e8b1f;obs
000291;Íris Ço-Testé;23/10/2023;00000000025756,44;N;4ba172331ac3bf31;obs
000292;João da Silva;2024-08-29;359.732,39;N;34f541c0c8c5eb2a;obs
000293;Íris Assunção;02/09/2022;334401.57;S;0b7059334cde1b6b;obs
000294;Ana Ço-Testé;03/12/2021;975095.21;S;2ca8f78384182d35;obs
000295;Maria Assunção;20/02/2023;00000000660352,51;S;a3f66c612fb70dab;obs
000296;Camões da Silva;19/02/2024;450.419,75;N;b4698db30123a348;obs
000297;José Assunção;20240320;106695.73;S;5373bf4d5da49cb9;obs
000298;Íris da Silva;21/06/2021;00000000328629,81;N;647dc3929c7eb575;obs
000299;João Assunção;20211221;00000000740283,86;N;9d4edb71eb2ec80e;obs
000300;João Sá;01/10/2020;191.937,14;N;243012dab1850eb8;obs
000301;Camões Ferreira;06/05/2023;510.311,23;S;2ab7b2ef8e0ec033;
000302;Antônio Gonçalves;18/01/2021;00000000907566,06;N;02740f73f3abea0d;obs
000303;Maria Gonçalves;27/07/2024;00000000519014,83;N;7de1bf5daf4847f0;obs
000304;Íris Ferreira;08/12/2020;231.242,97;N;465cc2cb085eb489;obs
000305;Ângela Assunção;20201210;00000000803125,98;N;82c42e488cbadae5;obs
000306;João Assunção;06/05/2024;;N;37f25d368bddcee3;obs
000307;João Sá;26/08/2024;471.579,04;N;dcb91d5f593c572b;obs
000308;Íris Ço-Testé;20200828;616.483,94;N;b5f3f8aadc6dafff;obs
000309;Camões Gonçalves;15/06/2023;844.566,26;S;59cf0b0d91f0647d;obs
000310;Antônio Müller;08/01/2023;NaN;N;dba6fdf8f3d04ffb;obs
000311;João Gonçalves;20250525;00000000290795,07;S;ddb7570eb390b059;obs
000312;José Gonçalves;27/12/2023;411.777,86;N;93d228d424655c39;obs
000313;Camões Ferreira;14/07/2022;97617.98;N;bff30c8d83ff3e96;obs
000314;Luíza Ferreira;30/04/2025;00000000888320,99;S;f8ded777bb1e5ae8;obs
000315;Luíza Ço-Testé;20200509;864.916,54;S;44bed4867ea5a387;obs
000316;Antônio Assunção;25/01/2023;00000000826597,62;N;aebbb90ee4e751de;obs
000317;Ana da Silva;20230706;00000000974582,15;S;74de5f7070f81dba;obs
000318;Camões Gonçalves;2023-11-11;166700.38;N;a79313b817e52113;obs
000319;Antônio da Silva;31/01/2022;00000000415595,06;N;b30e96e8b9da5f8c;obs
000320;Camões Sá;20200705;81.725,61;S;39e7a4f197fb613a;obs
000321;Íris da Silva;17/01/2020;727745.54;S;1221cddf7a4a902f;obs
000322;Camões da Silva;20240205;923.784,47;N;61fa01ba231ae7c7;obs
000323;Maria da Silva;22/12/2022;00000000461478,21;N;368acd40b8f14e3c;obs
000324;Camões Müller;07/11/2023;146.815,12;S;bae1e13796ee50e5;obs
000325;Luíza Ferreira;20211006;88.342,82;S;99db13028dab66d3;obs
000326;Antônio Ço-Testé;11/04/2025;918372.84;N;848b34f034981735;obs
000327;Ângela Gonçalves;11/03/2024;00000000518928,30;N;3db788a61cdcc4c2;obs
000328;João Müller;;None;N;8bde005b5d8babd7;obs
000329;Íris Ço-Testé;29/05/2020;226.223,33;S;0f7ae302ec2e2815;obs
000330;Ângela Assunção;20230711;735902.54;N;a3fa40691519fd38;obs
000331;Ângela Müller;08/11/2020;965.660,65;S;cedd069df96c9a0a;obs
000332;Ângela Assunção;11/03/2022;714139.83;S;b2dc6c344f67448e;obs
000333;José da Silva;15/05/2021;00000000642040,58;S;aa8430f84f2da233;obs
000334;João da Silva;20/12/2023;999.310,63;N;8468b74d85e3ade5;obs
000335;Maria Assunção;20200916;929474.93;S;e65fad87c57c7498;obs
000336;Luíza Ço-Testé;29/05/2022;604.664,91;S;7487d7727f0386fa;obs
000337;Luíza da Silva;2022-10-20;267.509,20;S;92ebeab0e4eec67c;obs
000338;José Sá;08/11/2022;256431.01;S;5d2d904f78c59073;obs
000339;Maria Gonçalves;2025-03-22;776.645,91;N;52619dec3979d5f5;obs
000340;Camões Sá;17/10/2021;125.201,47;S;3922a7e42de982f8;obs
000341;Ana Ferreira;2020-05-21;885886.99;N;161d5c8753c9fe59;obs
000342;Íris da Silva;25/01/2022;00000000775502,38;S;5e472e2276c3e642;obs
000343;Íris Ço-Testé;08/05/2024;;S;eeb19ad201a1fb0f;obs
000344;Ana Gonçalves;14/01/2023;997186.01;N;c2492e5e005fd0e6;obs
