Código Cliente;Nome do Cliente;Data de Cadastro;Valor do Contrato;Ativo;CPF;Observação
000079;Ângela Müller;;238534.37;N;4d6168bd2defe193;sem observação
000080;Ângela Gonçalves;15/07/2021;731.296,37;S;de53790aa34b6cf6;campo com | pipe dentro
000081;João Ço-Testé;26/01/2020;00000000357257,56;S;0d270659f72ada9b;"campo com ""aspas"" no meio"
000082;Íris da Silva;10/08/2024;00000000660022,73;S;2631d00b26d794d3;
000083;Antônio da Silva;23/05/2021;625085.77;S;85c7504bc693da11;campo com | pipe dentro
000084;Íris Ferreira;2021-08-31;NaN;S;f5c9b0479c10c572;sem observação
000085;José Sá;08/03/2021;182.257,30;S;00af5b3a2812859a;campo com | pipe dentro
000086;Íris Sá;01/05/2023;741.297,36;N;dc0f2fcfb3f6fe0d;campo com | pipe dentro
000087;João Sá;2021-04-23;618440.80;S;1d61fac36cd5e859;
000088;José Sá;2020-11-01;62536.09;S;4ebfa5c3cae9b4a7;
000089;Antônio Ferreira;11/09/2020;988.468,51;N;8a3c3b5e801ef1da;campo com | pipe dentro
000090;Íris da Silva;09/05/2023;00000000633040,41;N;176132ed069f14f1;"campo com ; ponto-e-vírgula dentro"
000091;Ana Ço-Testé;20231008;00000000793006,97;S;84dad06a7872bdeb;campo com | pipe dentro
000092;Antônio Gonçalves;13/04/2023;492842.11;N;5553b2fe6889803e;"campo com ""aspas"" no meio"
000093;João Ço-Testé;25/11/2020;694770.36;N;c2b01cfdd045dd1c;
000094;Ana Ferreira;29/06/2020;423.809,98;S;de8ede0ba85c6e4a;
000095;Íris Ferreira;21/04/2020;522.708,96;N;0d366dfcc28ebd70;"campo com ; ponto-e-vírgula dentro"
000096;Antônio Müller;2020-09-25;00000000508258,89;S;f920264c0763fcd0;
000097;José Sá;20/11/2020;97.737,52;S;d7665cdafe049059;sem observação
000098;Íris da Silva;20230819;00000000306040,91;N;d5b077e06a5d932b;campo com | pipe dentro
000099;Íris Gonçalves;24/07/2022;532.930,76;S;11df12d7dd30de89;"campo com ""aspas"" no meio"
000100;Camões Assunção;20250328;296.579,00;N;96418cedd664d264;
999997;coluna;a;menos
999998;a;mais;1;2;3;4;5;6;7;8
